"","panjivarecordid","billOfLadingNumber","shpmtDate","shpName","shpFullAddress","shpRoute","shpCity","shpStateRegion","shpPostalCode","shpCountry","shpPanjivaId","shpOriginalFormat","carrier","shpmtDestination","portOfLading","portOfLadingRegion","portOfLadingCountry","portOfUnlading","portOfUnladingRegion","portofUnladingCountry","placeOfReceipt","vessel","vesselCountry","transportFlightCode","isContainerized","volumeTEU","itemquantity","weightkg","weightt","weightoriginalformat","valueofgoodsusd","equipmenttype","equipmentdimensions","dividedlcl","filedate"
"63",32696343,"SUDU29001AKVAJ59",2020-01-01,"Atec Logistics Llc Nvocc For","2170 W STATE ROAD 434 LONGWOOD FLORIDA 32779","2170 West State Road 434","Longwood","Florida","32779","United States","67133425","Atec Logistics Llc Nvocc For Cheney Brothers,Inc 2170 West Sr 434. Suite 400 Longwood, Fl 32779 United States Fmc: 021598 F","SUDU - Hamburg Sued","Chile","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","United States","San Antonio, Chile","South America","Chile","Port Everglades F","Dublin Express","","",1,2,"See Container Quantities column","11230.96",11.23096,"11230.96 kg","",NA,"","",2020-01-22
"64",38598407,"SMLMPHX0B1666100",2020-08-11,"1212025 Lancefield Rd.","MCMINNVILLE, OR 97128 U.S.A","","McMinnville","Oregon","97128","United States","87217563","12025 Lancefield Rd,","SMLM - Sm Line Corporation","South Korea","Port of Portland, Portland, Oregon","Pacific Region","United States","Kwangyang, South Korea","Eastern Asia","South Korea","","Schubert","","",1,10,"See Container Quantities column","116618",116.618,"116618.0 kg","",NA,"","",2020-08-31
"65",38598527,"SMLMPHX0B4001100",2020-08-11,"10 Executive Court Suite 2 B","US 94558 NAPA","","","","","United States","87611466","10 Executive Court, Suite 2 B","SMLM - Sm Line Corporation","South Korea","Port of Portland, Portland, Oregon","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","","Schubert","","",1,4,"See Container Quantities column","48198",48.198,"48198.0 kg","",NA,"","",2020-08-31
"66",38598567,"SMLMPHX0B3188200",2020-08-11,"15731 Ne 8 Th Street P.O.B. 6903","98008 BELLEVUE, WA EIN# 47-1677585","","Bellevue","Washington","98008","United States","87219404","15731 Ne 8 Th Street, P.O.B. 6903","SMLM - Sm Line Corporation","South Korea","Port of Portland, Portland, Oregon","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","","Schubert","","",1,2,"See Container Quantities column","23860",23.86,"23860.0 kg","46800",NA,"","",2020-08-31
"67",38598349,"SMLMPHX0B4191400",2020-08-11,"Sm Line Corporation 25","GUKJEGEUMYUNG-RO 2-GIL, YEONGDEUNGPO-GU, SEOUL, KOREA","","","","","United States","87196335","Sm Line Corporation, 25","SMLM - Sm Line Corporation","China","Port of Portland, Portland, Oregon","Pacific Region","United States","Ningbo, China","Eastern Asia","China","","Schubert","","",NA,NA,"See Container Quantities column","",NA,"kg","",NA,"","",2020-08-31
"68",38598403,"SMLMPHX0B1667200",2020-08-11,"1212025 Lancefield Rd.","MCMINNVILLE, OR 97128 U.S.A","","McMinnville","Oregon","97128","United States","87217563","12025 Lancefield Rd.","SMLM - Sm Line Corporation","South Korea","Port of Portland, Portland, Oregon","Pacific Region","United States","Kwangyang, South Korea","Eastern Asia","South Korea","","Schubert","","",1,10,"See Container Quantities column","114287",114.287,"114287.0 kg","",NA,"","",2020-08-31
"69",38598389,"SMLMPHX0B3084400",2020-08-11,"31125 Cartney Drive","HARRISBURG, OREGON 97446 USA","","Harrisburg","Oregon","","United States","18791148","31125 Cartney Drive","SMLM - Sm Line Corporation","South Korea","Port of Portland, Portland, Oregon","Pacific Region","United States","Kwangyang, South Korea","Eastern Asia","South Korea","","Schubert","","",1,10,"See Container Quantities column","114959",114.959,"114959.0 kg","",NA,"","",2020-08-31
"70",38598429,"SMLMPHX0B3083300",2020-08-11,"31125 Cartney Drive","HARRISBURG, OREGON 97446 USA","","Harrisburg","Oregon","","United States","18791148","31125 Cartney Drive","SMLM - Sm Line Corporation","South Korea","Port of Portland, Portland, Oregon","Pacific Region","United States","Kwangyang, South Korea","Eastern Asia","South Korea","","Schubert","","",1,10,"See Container Quantities column","115184",115.184,"115184.0 kg","",NA,"","",2020-08-31
"71",38720229,"NAM3971209",2020-08-10,"Noatum Logistics USA Llc C/O Big","TIRE AMERICA INC 10660 NW 25 ST SUITE 100 DORAL FL 33172 UNITED STATES PHONE: 305-921-3221 DAN CHASE 8137076161","10660 Northwest 25th Street","Doral","Florida","33172","United States","81009380","Noatum Logistics Usa Llc C/O Big","CMDU - Cma Cgm","United Arab Emirates","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Ash Shariqah, United Arab Emirates","Western Asia","United Arab Emirates","","Cma Cgm Otello","","",1,16,"See Container Quantities column","79742",79.742,"79742.0 kg","",NA,"","",2020-10-29
"72",38597889,"SMLMPHX0B2650200",2020-08-10,"Oec Logistics Inc. Ein#11 3383302","555 PIERCE RD, SUITE 210 ITASCA IL 60143 TEL : 630-625-7900 FAX : 630-625-7901","555 Pierce Road","Itasca","Illinois","60143","United States","62895279","Ein#11 3383302","SMLM - Sm Line Corporation","China","Port of Long Beach, Long Beach, California","Pacific Region","United States","Shanghai, China","Eastern Asia","China","","Maersk Alfirk","","",1,2,"See Container Quantities column","19335",19.335,"19335.0 kg","85400",NA,"","",2020-08-28
"73",38597873,"SMLMPHX0B4047400",2020-08-10,"Sm Line Corporation 25","GUKJEGEUMYUNG-RO 2-GIL, YEONGDEUNGPO-GU, SEOUL, KOREA","","","","","United States","87196335","Sm Line Corporation, 25","SMLM - Sm Line Corporation","China","Port of Long Beach, Long Beach, California","Pacific Region","United States","Shanghai, China","Eastern Asia","China","","Maersk Alfirk","","",NA,NA,"See Container Quantities column","",NA,"kg","",NA,"","",2020-08-28
"74",38598079,"SMLMPHX0B3446600",2020-08-10,"Fmc No. 18581 Nf 233 E. Shore Rd.","SUITE 208 GREAT NECK, NY 11023 TEL : 516-918-9080 FAX : 516-918-9119","","Great Neck","New York","11023","United States","87217509","Fmc No. 18581 Nf 233 E. Shore Rd.","SMLM - Sm Line Corporation","China","Port of Long Beach, Long Beach, California","Pacific Region","United States","Tsingtao, China","Eastern Asia","China","","Maersk Alfirk","","",1,24,"See Container Quantities column","240386",240.386,"240386.0 kg","354000",NA,"","",2020-08-28
"75",38719449,"NAM3971209",2020-08-10,"Noatum Logistics USA Llc C/O Big","TIRE AMERICA INC 10660 NW 25 ST SUITE 100 DORAL FL 33172 UNITED STATES PHONE: 305-921-3221 DAN CHASE 8137076161","10660 Northwest 25th Street","Doral","Florida","33172","United States","81009380","Noatum Logistics Usa Llc C/O Big","CMDU - Cma Cgm","United Arab Emirates","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Ash Shariqah, United Arab Emirates","Western Asia","United Arab Emirates","","Cma Cgm Otello","","",1,16,"See Container Quantities column","79742",79.742,"79742.0 kg","",NA,"","",2020-10-29
"76",38718479,"NAM3972550",2020-08-10,"Marine Transport","63 NEW HOOK RD BAYONNE NJ 07002 UNITED STATES","","","","","United States","44207776","Marine Transport Logistics Inc","CMDU - Cma Cgm","Ukraine","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Juzhny, Ukraine","Eastern Europe","Ukraine","","Cma Cgm Otello","","",1,2,"See Container Quantities column","6349.39",6.34939,"6349.39 kg","",NA,"","",2020-10-29
"77",38719279,"NAM3969860",2020-08-10,"Four Aces","1699 CORAL WAY MIAMI FL 33145","1699 Coral Way","Miami","Florida","33145","United States","61337040","Four Aces Trading, Llc.","CMDU - Cma Cgm","Spain","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Bilbao, Spain","Southern Europe","Spain","","Cma Cgm Otello","","",1,2,"See Container Quantities column","21863",21.863,"21863.0 kg","24400",NA,"","",2020-10-29
"78",38720129,"NAM3969860",2020-08-10,"Four Aces","1699 CORAL WAY MIAMI FL 33145","1699 Coral Way","Miami","Florida","33145","United States","61337040","Four Aces Trading, Llc.","CMDU - Cma Cgm","Spain","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Bilbao, Spain","Southern Europe","Spain","","Cma Cgm Otello","","",1,2,"See Container Quantities column","21863",21.863,"21863.0 kg","24400",NA,"","",2020-10-29
"79",38719599,"NAM3973317",2020-08-10,"Shipco Transport Inc. (Lax) Ein","13-3468377 100 W VICTORIA STREET 1-562-295-2900 LONG BEACH CA 90805","","","","","United States","48506404","Shipco Transport Inc. (Lax) Ein:","CMDU - Cma Cgm","Portugal","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Lisbon, Portugal","Southern Europe","Portugal","","Cma Cgm Otello","","",1,2,"See Container Quantities column","4309.17",4.30917,"4309.17 kg","",NA,"","",2020-10-29
"80",38597845,"SMLMPHX0B3561400",2020-08-10,"2253 Wandering Ridge Dr.","CHINO HILLS, CA 91709, USA EIN: 83-2755547","California 83","Chino Hills","California","91709","United States","87217649","2253 Wandering Ridge Dr.","SMLM - Sm Line Corporation","China","Port of Long Beach, Long Beach, California","Pacific Region","United States","Shanghai, China","Eastern Asia","China","","Maersk Alfirk","","",1,3,"See Container Quantities column","29453",29.453,"29453.0 kg","",NA,"","",2020-08-28
"81",38718605,"NAM3973317",2020-08-10,"Shipco Transport Inc. (Lax) Ein","13-3468377 100 W VICTORIA STREET 1-562-295-2900 LONG BEACH CA 90805","","","","","United States","48506404","Shipco Transport Inc. (Lax) Ein:","CMDU - Cma Cgm","Portugal","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Lisbon, Portugal","Southern Europe","Portugal","","Cma Cgm Otello","","",1,2,"See Container Quantities column","4309.17",4.30917,"4309.17 kg","",NA,"","",2020-10-29
"82",38718785,"NAM3945752",2020-08-10,"Medov Logistics","10760 NW 123RD ST MEDLEY FL 33178 US","10760 Northwest 123rd Street","Medley","Florida","33178","United States","59879798","Medov Logistics","CMDU - Cma Cgm","Italy","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Genoa, Italy","Southern Europe","Italy","","Cma Cgm Otello","","",1,2,"See Container Quantities column","4913",4.913,"4913.0 kg","",NA,"","",2020-10-29
"83",38719073,"NAM3961956",2020-08-10,"Kuehne & Nagel Inc.","7850 NW 25TH ST DORAL FLORIDA 33122 USA","7850 Northwest 25th Street","Doral","Florida","33122","United States","27802287","Kuehne + Nagel,Inc.","CMDU - Cma Cgm","Iraq","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Khor Al Zubair, Iraq","Western Asia","Iraq","","Cma Cgm Otello","","",1,2,"See Container Quantities column","21342",21.342,"21342.0 kg","138000",NA,"","",2020-10-29
"84",38719313,"NAM3970880",2020-08-10,"Shipco Transport Inc. (Chs) Ein","13-3468377 4105 FABER PLACE DRIVE SUITE 490 1-843-744-8336 NORTH CHARLESTON SC 29405","4105 Faber Place Drive","North Charleston","South Carolina","29405","United States","67038676","Shipco Transport Inc. (Chs) Ein:","CMDU - Cma Cgm","Spain","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Santa Cruz De Tenerife, Spain","Southern Europe","Spain","","Cma Cgm Otello","","",1,1,"See Container Quantities column","2545",2.545,"2545.0 kg","",NA,"","",2020-10-29
"85",38719953,"NAM3961956",2020-08-10,"Kuehne & Nagel Inc.","7850 NW 25TH ST DORAL FLORIDA 33122 USA","7850 Northwest 25th Street","Doral","Florida","33122","United States","27802287","Kuehne + Nagel,Inc.","CMDU - Cma Cgm","Iraq","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Khor Al Zubair, Iraq","Western Asia","Iraq","","Cma Cgm Otello","","",1,2,"See Container Quantities column","21342",21.342,"21342.0 kg","138000",NA,"","",2020-10-29
"86",38718765,"NAM3936753",2020-08-10,"","","","","","","","","","CMDU - Cma Cgm","Algeria","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Alger, Algeria","Northern Africa","Algeria","","Cma Cgm Otello","","",1,3,"See Container Quantities column","21800",21.8,"21800.0 kg","63400",NA,"","",2020-10-29
"87",38598461,"SMLMPHX0B3721200",2020-08-11,"1150 W. Central Ave. Unit A.","BREA, CA 92821 USA","","Brea","California","92821","United States","87218786","1150 W. Central Ave. Unit A.","SMLM - Sm Line Corporation","South Korea","Port of Portland, Portland, Oregon","Pacific Region","United States","Kwangyang, South Korea","Eastern Asia","South Korea","","Schubert","","",1,10,"See Container Quantities column","115474",115.474,"115474.0 kg","",NA,"","",2020-08-31
"88",32705763,"MEDUKB584978",2020-01-01,"Gerber Agri International Llc","1000 PARKWOOD CIR SE STE 335 ATLANTA GEORGIA 303392124","1000 Parkwood Circle Southeast","Atlanta","Georgia","30339","United States","27861514","Gerber Agri International, Llc 1000 Parkwood Circle   Suite 335 Atlanta, Ga 30339","MSCU - Msc Mediterranean Shipping Company S A","Haiti","Port of Virginia, Norfolk, Virginia","Southeast Region","United States","Port Au Prince, Haiti","Caribbean","Haiti","","Msc Carolina","","",1,2,"See Container Quantities column","27",0.027,"27.0 kg","25",NA,"","",2020-01-26
"89",38718905,"NAM3948629",2020-08-10,"","","","","","","","","","CMDU - Cma Cgm","Saudi Arabia","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Jeddeh, Saudi Arabia","Western Asia","Saudi Arabia","","Cma Cgm Otello","","",1,2,"See Container Quantities column","1422",1.422,"1422.0 kg","",NA,"","",2020-10-29
"90",32705803,"MEDUKB532258",2020-01-01,"Carotrans International Inc. 18 Wes","100 22ND ST. OAKBROOK TERRACE IL 60181","100 West 22nd Street","Lombard","Illinois","60148","United States","46056212","Carotrans International, Inc Suzi Hicks 18 W 100 22 Nd Street, Suite 100 Oak Brook, Il 60181","MSCU - Msc Mediterranean Shipping Company S A","South Africa","Port of Virginia, Norfolk, Virginia","Southeast Region","United States","Durban, South Africa","Southern Africa","South Africa","Chicago, Il","Maersk Visby","","",1,2,"See Container Quantities column","19195.95",19.19595,"19195.95 kg","102000",NA,"","",2020-01-26
"91",50879323,"KKLU524038068",2020-04-29,"Trans Global Auto Logistics In","2454 NW DALLAS STREET, GRAND PRAIRIE ,TX75050 GRAND PRAIRIE TEXAS 75054","2454 Northwest Dallas Street","Grand Prairie","Texas","75050","United States","34107039","Trans Global Auto Logistics Inc","KKLU - Kawasaki Kisen Kaisha Ltd","Russia","Port of Brunswick, Brunswick, Georgia","Southeast Region","United States","Leningrad, Russia","Eastern Europe","Russia","","Apollon Highway","","",NA,NA,"See Container Quantities column","2340",2.34,"2340.0 kg","",NA,"","",2021-05-28
"92",38719805,"NAM3948629",2020-08-10,"","","","","","","","","","CMDU - Cma Cgm","Saudi Arabia","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Jeddeh, Saudi Arabia","Western Asia","Saudi Arabia","","Cma Cgm Otello","","",1,2,"See Container Quantities column","1422",1.422,"1422.0 kg","",NA,"","",2020-10-29
"93",32705883,"MEDUKB629682",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","India","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Hazira, India","Southern Asia","India","","Msc Heidi","","",1,4,"See Container Quantities column","36021",36.021,"36021.0 kg","",NA,"","",2020-01-26
"94",32705923,"MEDUKB628015",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Pakistan","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Port Muhammad Bin Qasim, Pakistan","Southern Asia","Pakistan","","Msc Heidi","","",1,2,"See Container Quantities column","15",0.015,"15.0 kg","14",NA,"","",2020-01-26
"95",32705903,"MEDUKB631753",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","India","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Jawaharlal Nehru, India","Southern Asia","India","","Msc Heidi","","",1,4,"See Container Quantities column","40000",40,"40000.0 kg","",NA,"","",2020-01-26
"96",50879283,"KKLU524038052",2020-04-29,"Mercedes Benz","ONE MERCEDES DRIVE MONTVALE NJ 07645 UNITED STATES","12 Mercedes Drive","Montvale","New Jersey","07645","United States","27785144","Mercedes Benz Usa Llc","KKLU - Kawasaki Kisen Kaisha Ltd","Germany","Port of Brunswick, Brunswick, Georgia","Southeast Region","United States","Bremerhaven, Germany","Western Europe","Germany","","Apollon Highway","","",NA,NA,"See Container Quantities column","357061",357.061,"357061.0 kg","",NA,"","",2021-05-28
"97",50879463,"KKLUTMS200408",2020-04-29,"","","","","","","","","","KKLU - Kawasaki Kisen Kaisha Ltd","Belgium","Port of Brunswick, Brunswick, Georgia","Southeast Region","United States","Zeebrugge, Belgium","Western Europe","Belgium","","Apollon Highway","","",NA,NA,"See Container Quantities column","12314",12.314,"12314.0 kg","",NA,"","",2021-05-28
"98",38598397,"SMLMPHX0B3551301",2020-08-11,"26888 County Road 90","WINTERS, CA 95694 U.S.A","","Winters","California","95694","United States","18762604","26888 County Road 90","SMLM - Sm Line Corporation","South Korea","Port of Portland, Portland, Oregon","Pacific Region","United States","Kwangyang, South Korea","Eastern Asia","South Korea","","Schubert","","",1,4,"See Container Quantities column","46521",46.521,"46521.0 kg","165000",NA,"","",2020-08-31
