"","panjivarecordid","billofladingnumber","arrivaldate","conname","confulladdress","conroute","concity","constateregion","conpostalcode","concountry","conpanjivaid","conoriginalformat","shpname","shpfulladdress","shproute","shpcity","shpstateregion","shppostalcode","shpcountry","shppanjivaid","shporiginalformat","carrier","notifyparty","notifypartyscac","billofladingtype","masterbillofladingnumber","shpmtorigin","shpmtdestination","shpmtdestinationregion","portofunlading","portofunladingregion","portoflading","portofladingregion","portofladingcountry","placeofreceipt","transportmethod","vessel","vesselvoyageid","vesselimo","iscontainerized","volumeteu","quantity","measurement","weightkg","weightt","weightoriginalformat","valueofgoodsusd","frob","manifestnumber","inbondcode","numberofcontainers","haslcl","filedate"
"30",197285384,"HLUSAN2KI02178AA",2020-10-16,"","","","","","","",87070092,"","","","","","","","",87068286,"","HLUS - Hapag Lloyd Usa Llc","","HLCU - Hapag Lloyd A G","House","HLUSAN2200902178","Germany","The Port of Charleston, Charleston, South Carolina","Southeast Region","The Port of Charleston, Charleston, South Carolina","Southeast Region","Antwerp, Belgium","Western Europe","Belgium","DEURNE, BE","Maritime","CHARLESTON EXPRESS","081W",9243162,1,1.01,"6 PCS","",2880,2.88,"2880 K",NA,NA,1,"",1,1,2020-10-17
"31",184112098,"CHSLSEL1912260",2020-01-01,"Cooper Standard Auto","LAUREN DISTRIBUTION CTR 30 SOUTH 4TH ST DENNISON OH 44621 US","595 Logan Street","Dennison","Ohio","44621","United States",71150703,"COOPER STANDARD ISG. LAUREN DISTRIBUTION CENTER 30 SOUTH 4TH STREET DENNISON OH44621 US","Chungbo Trading Co., Ltd.","17 1GONG-DANRO 7-GIL GYEONGBUK GUMI CITY KR","","Gumi-si","Gyeongsangbuk-do","","South Korea",28316918,"CHUNGBO INDUSTRIAL CO.,LTD 17, 1GONG-DANRO 7-GIL GYEONGBUK GUMI CITY KR","CHSL - Christal Lines","","HDMU - Hyundai Merchant Marine","House","HDMUBUWB4961758","South Korea","Port Of Cleveland, Cleveland, Ohio","North Central Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","BUSAN","Maritime","HYUNDAI INTEGRAL","089E",9347592,1,0.09,"48 BOX","",406,0.406,"406 KG",NA,NA,365324,"Immediate Transportation (IT)",1,1,2020-01-02
"32",184112108,"SHKK704912365874",2020-01-01,"The Brick Warehouse Lp","6765 KENNEDY ROAD MISSISSAUGA, ON L5T 0A2","6765 Kennedy Road","Mississauga","Ontario","L5T 0A2","Canada",28374653,"BRICK WAREHOUSE LP 6765 KENNEDY RD MISSISSAUGA, ON  L5T0A2  CA","Viet Thinh Furniture Co., Ltd.","LOTN 16 D2 N2 STREETNAM TAN UYEN INDUSTRIAL PARK EXPANSION HOI NGHIA COMMUNE TAN UYEN TOWN BINH DUONG PROVINCE VIETNAM","","","Binh Duong","","Vietnam",39769712,"VIET THINH FURNITURE CO., LTD LOT N 16 D2 N2 STREET BINH DUONG PROVINCE, VN","SHKK - Schenkerocean Limited","","HDMU - Hyundai Merchant Marine","House","HDMUHMTO0604209","Vietnam","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Vung Tau, Vietnam","South-Eastern Asia","Vietnam","VUNG TAU","Maritime","OCTAVIA","100E",NA,1,2,"191 PCS","",6847,6.847,"6847 KG",NA,1,1,"",1,NA,2020-01-02
"33",184112118,"BANQVLC0736332",2020-01-01,"Viccarbe Inc.","VATN: US39-2080784 12982 S.W. 89 AV. 33117 MIAMI FLORIDA ( EE UU","12982 Southwest 89th Avenue","Miami","Florida","33176","United States",29854318,"VICCARBE INC 7300 N. KENDALL DR., SUITE #470 MIAMI FL 33156 US","Viccarbe Habitat, S.L.","Trav. Cami El Raco 1, P. I. Norte Beniparrel, Valencia, Spain, 46469","","Beniparrell","Valencian Community","46469","Spain",28345382,"VICCARBE HABITAT SL CAMI DEL RACO, 23 P.I. NORTE BENIPARELL BENIPARRELL ES","BANQ - Blue Anchor America Line (Blue Anchor Line)","VICCARBE INC 7300 N. KENDALL DR., SUITE #470, MIAMI FL 33156 US","ONEY - Ocean Network Express Pte Ltd","House","ONEYVLCV08689300","Spain","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Valencia, Spain","Western Europe","Spain","BENIPARRELL","Maritime","CMA CGM TOSCA","0009",NA,1,2,"216 BOX","",4750,4.75,"4750 K",NA,NA,1,"",1,NA,2020-01-02
"34",184112138,"CMDUALC0125745",2020-01-01,"Tienda Inc.","3601 STONEHOUSE PARK 23168 TOANA VA ESTADOS UNIDOS DE AMERICA","3601 La Grange Parkway","Toano","Virginia","23168","United States",27854592,"TIENDA INC 3601 LA GRANGE PK WI TOANO US","Global Coffee Industries S.A.","POLIGONO INDUSTRIAL LA ISLA. C/. ACUEDUCTO 30 DOS HERMANAS SEVILLA TEES","2 Calle Hornos","Dos Hermanas","Andalucía","41703","Spain",62132282,"GLOBAL COFFEE POLIGONO INDUSTRIAL LA ISLA. C/. ACUEDUCTO 30 SEVILLA TEES","CMDU - Cma Cgm","CV INETRNATIONAL INC 1128 WEST OLNEY ROAD, NORFOLK, US","CMDU - Cma Cgm","House","CMDUALC0125574A","Spain","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Valencia, Spain","Western Europe","Spain","VALENCIA","Maritime","CMA CGM TOSCA","0MR4G",9299783,1,0.02,"1 PCS","",170,0.17,"170 KG",3600,NA,1,"",1,1,2020-01-02
"35",184112148,"CMDUALC0125756",2020-01-01,"Tienda Inc.","3601 STONEHOUSE PARK 23168 TOANA VA ESTADOS UNIDOS DE AMERICA","3601 La Grange Parkway","Toano","Virginia","23168","United States",27854592,"TIENDA INC 3601 LA GRANGE PK WI TOANO US","Co. Ia Oleicola Siglo","Avda Alemania 9 Plasencia Es","","","","","Spain",71212850,"COMPA IA OLEICOLA SIGLO AVDA ALEMANIA 9 PLASENCIA ES","CMDU - Cma Cgm","CV INTERNATIONAL INC 1128 WEST OLNEY ROAD, NORFOLK, US","CMDU - Cma Cgm","House","CMDUALC0125574A","Spain","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Valencia, Spain","Western Europe","Spain","VALENCIA","Maritime","CMA CGM TOSCA","0MR4G",9299783,1,0,"1 PCS","",39,0.039,"39 KG",830,NA,1,"",1,1,2020-01-02
"36",197346954,"ONEYNB0BH6077300",2020-10-17,"Cathay Bank","9650, Flair Drive, El Monte, California, United States, 91731","9650 Flair Drive","El Monte","California","91731","United States",27805673,"TO ORDER OF CATHAY BANK 9650, Flair Drive El Monte California 91731 United States","","","","","","","",NA,"","ONEY - Ocean Network Express Pte Ltd","","Y790","Simple","","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Ningbo, China","Eastern Asia","China","NINGBO, ZHEJIANG","Maritime","HYUNDAI FAITH","091E",9347554,1,2,"848 CTN","64 CM",10924,10.92,"10924 KG",126000,NA,1,"",1,NA,2020-10-19
"37",184112168,"CMDUALC0125717",2020-01-01,"Tienda Inc.","3601 STONEHOUSE PARK 23168 TOANA VA ESTADOS UNIDOS DE AMERICA","3601 La Grange Parkway","Toano","Virginia","23168","United States",27854592,"TIENDA INC 3601 LA GRANGE PK WI TOANO UA","Agrovillaserra","C/REAL 43 PORZUNA CIUDAD REAL SPAIN","","","","","Spain",45739017,"AGROVILLASERRA, S.L. C/ REAL, 43 PORZUMA, CIUDAD REAL ES","CMDU - Cma Cgm","CV INTERNATIONAL INC (CVI) 1128 WEST OLNEY ROAD, PHONE: +1-757-466-1170 X122, JHISEL CVINTERNATIONAL.COM, TENORFOLK","CMDU - Cma Cgm","House","CMDUALC0125629","Spain","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Valencia, Spain","Western Europe","Spain","VALENCIA","Maritime","CMA CGM TOSCA","0MR4G",9299783,1,0.3,"104 PCS","",437,0.437,"437 KG",4500,NA,1,"",1,NA,2020-01-02
"38",184112178,"CMDUALC0125731",2020-01-01,"Tienda Inc.","3601 STONEHOUSE PARK 23168 TOANA VA ESTADOS UNIDOS DE AMERICA","3601 La Grange Parkway","Toano","Virginia","23168","United States",27854592,"TIENDA INC 3601 LA GRANGE PK WI TOANO UA","Bombons Cudie","C/OVIEDO 9 08720 VILAFRANCA (BCN) X","9 Carrer Oviedo","Vilafranca del Penedès","Catalonia","08720","Spain",24951182,"BOMBONS CUDI , S.A. OVIEDO 9 SPAIN PHONE VILLAFRANCA, BARCELONA TEES","CMDU - Cma Cgm","CV INTERNATIONAL INC (CVI) 1128 WEST OLNEY ROAD, PHONE: +1-757-466-1170 X122, JHISEL CVINTERNATIONAL.COM, TENORFOLK","CMDU - Cma Cgm","House","CMDUALC0125629","Spain","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Valencia, Spain","Western Europe","Spain","VALENCIA","Maritime","CMA CGM TOSCA","0MR4G",9299783,1,0.08,"50 PCS","",120,0.12,"120 KG",1200,NA,1,"",1,NA,2020-01-02
"39",197253584,"MAEU911215581",2020-10-16,"Royal International","119 49-TH ST BROOKLYN NY 11232 USA","68 Jay Street","","New York","11201","United States",27804966,"ROYAL INTERNATIONAL TRADING. INC 119 49-TH STREET PO BOX: 11232 BROOKLYN, NY 1-7185677770","Nestle Ukraine","VUL.VERKHNII VAL 72 V LITERIA KYIV UKRAINE 380-444908045","72 Verkhnii Val Street","Kyiv","Kyiv City","02000","Ukraine",87550608,"NESTLE UKRAINE LLC VUL.VERKHNII VAL, 72 V LITERI A KYIV UKRAINE 380-444908045","MAEU - Maersk Line","KARTASH LOGISTICS 50 COURT ST, 11201-4879, BROOKLYN, 1-7188557555","","Simple","","Ukraine","New York/Newark Area, Newark, New Jersey","New York Region","New York/Newark Area, Newark, New Jersey","New York Region","Juzhny, Ukraine","Eastern Europe","Ukraine","PIVDENNYI","Maritime","LARS MAERSK","039W",9294379,1,2,"929 PKG","",8362.88,8.36,"18437 LB",19600,NA,1,"",1,NA,2020-10-17
"40",189777368,"SINOQD20050038",2020-05-17,"Billions America Corp.","BURLINGTON ONTARIO L7L 2Y6 BURLINGTON ON L7L 2Y6 CA","747 Appleby Line","Burlington","Ontario","L7L 2Y6","Canada",73231265,"BILLIONS AMERICA CORPORATION C O LBL WAREHOUSE 747 APPLEBY LINE BURLINGTON,ONTARIO L7L 2Y6 BURLINGTON, ON L7L 2Y6 CA","Billions Corp. Ltd. (HK)","WINDER HOUSE KINGFISHER WAY TESTOCKTON ON TEES TS18 3EX","","","","TS18 3EX","United Kingdom",46557919,"BILLIONS (HONG KONG) CORPORATION LIMITED WINDER HOUSE KINGFISHER WAY STOCKTON ON TEES TS18 3EX HONGKONG","SINO - Sino Connections Logistics Inc","BILLIONS AMERICA CORPORATION C O LBL WAREHOUSE 747 APPLEBY LINE, BURLINGTON,ONTARIO L7L 2Y6, BURLINGTON, ON L7L 2Y6 CA","","House","CMDUQDFE017368","United Kingdom","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","QINGDAO CHINA","Maritime","APL SOUTHAMPTON","0SV8J",NA,1,2,"40 BAG","",41400,41.4,"41400 K",160000,NA,1,"",2,NA,2020-05-18
"41",197274574,"MFGTHKATL3621009",2020-10-16,"Lovehoney Inc.","640 AIRPORT SOUTH PARKWAY STE 400 A TLANTA ATLANTA GA 30349 US","","","","","United States",33682247,"LOVEHONEY LLC 5156 SOUTHRIDGE PARKWAY, SUITE 110 COLLEGE PARK ATLANTA GA30349 US TE+14703721596","Tokyo Design (HK.) Co., Ltd.","UNIT B2. 5-F TUNG LEE INDUSTRIAL BLDG 9 LAI YIP ST KWUN TONG HK KWUN TONG HK","","","Kowloon","","Hong Kong",34117745,"TOKYO DESIGN (H.K) COMPANY LIMITED UNIT B2., 5/F, TUNG LEE INDUSTRIAL BUILDING 9 LAI YIP STREET, KWUN TONG, KOWLOO N HONG KONG HK TE+85227594419","MFGT - Mainfreight Inc","","OOLU - Orient Overseas Container Line Ltd","House","OOLU2645803560","Hong Kong","Service Port-Atlanta, Atlanta, Georgia","Southeast Region","Port of Long Beach, Long Beach, California","Pacific Region","Hong Kong, Hong Kong","Eastern Asia","Hong Kong","HONG KONG","Maritime","COSCO SPAIN","039E",9516442,1,0.02,"21 CTN","",179,0.18,"179 KG",NA,NA,1,"Immediate Transportation (IT)",1,1,2020-10-17
"42",197259404,"HLUSGOAKI64844AC",2020-10-16,"","","","","","","",87069543,"","Med SpA","TRASPORTI INTERMODALI EUROPEI VIA DELL ARSENALE 22 36100 VICENZA","22 Via dellArsenale","Vicenza","Veneto","36100","Italy",26677445,"MED SERVICES OVERSEAS LTD AS AGENT FOR TRASPORTI INTERMODALI EUROPEI VIA DELL ARSENALE 22 36100 VICENZA TEL  0039-0444-560729","HLUS - Hapag Lloyd Usa Llc","","HLCU - Hapag Lloyd A G","House","HLUSGOA200964844","Italy","Houston, Houston, Texas","Southwest Region","Houston, Houston, Texas","Southwest Region","Antwerp, Belgium","Western Europe","Belgium","GENOA, IT","Maritime","WASHINGTON EXPRESS","132W",9243198,1,0.18,"1 PCS","",609,0.61,"609 K",NA,NA,1,"",1,1,2020-10-17
"43",197292574,"WDSB2010028886",2020-10-16,"Dekalb Farmers Market","3000 EAST PONCE DE LEON AV DECA SAVANNAH GA 31414 UNITED STATES","3000 East Ponce de Leon Avenue","Decatur","Georgia","30030","United States",27840516,"DEKALB FARMERS MARKET  INC 3000 E PONCE DE LEON DECATUR US30030 US","Citricos Ex SA De Cv","CARRETERAA CANADAS LIBRAMIENTOYC VERACRUZ VER 93600 MEXICO","","Martínez de la Torre","Veracruz","93600","Mexico",44304525,"CITRICOS SAAO SA DE CV Carret A Canadas Km. 300 Libramiento Y Carretera De La Torre S/N, Los Puentes Martinez De La Torre Veracruz 93600 Mexico","WDSB - World Direct Shipping Llc","PRIORITY CUSTOMS BROKER 7225 NW 25TH ST, STE 109, MIAMI US33122 US","","Simple","","Mexico","Port Manatee, Florida","Southeast Region","Port Manatee, Florida","Southeast Region","Tuxpan, Mexico","Central America","Mexico","MTZ DE LA TORRE","Maritime","CFS PACORA","001N",9404821,1,2,"1200 BOX","",21000,21,"21000 KG",14200,NA,516773,"",1,NA,2020-10-17
"44",184112278,"SSAWSSAX19DC1006",2020-01-01,"Covic International Trading","153-14488 KNOX WAY RICHMOND BC. V6V 2Z5 CANADA","170 Number 6 Road","Richmond","British Columbia","V6V 2L3","Canada",25894358,"COVIC INTERNATIONAL TRADING INC. 105-11400 TWIGG PL, RICHMOND BC. V6V 3C1. CANADA","Daeheung West Fram Co., Ltd.","6 ANGUK-GIL PUNGGAK-MYEON CHEONGDO-GUN GYEONGSANGBUK-DO REPUBLIC OF TE KOREA","","Cheongdo","Gyeongsangbuk-do","714-831","South Korea",61483078,"DAEHEUNG WEST FARM CO.,LTD 6, ANGUK-GIL, PUNGGAK-MYEON CHEONGDO-GUN GYEONGSANGBUK-DO, REPUBLIC OF KOREA","SSAW - Sea Road International Inc","COVIC INTERNATIONAL TRADING INC. 105-11400 TWIGG PL, RICHMOND, BC. V6V 3C1. CANADA","","House","HDMUBUWB7260137","South Korea","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","BUSAN, KOREA","Maritime","HYUNDAI INTEGRAL","089E",9347592,1,2,"2940 CTN","52 CM",15102,15.102,"15102 KG",32300,1,36776,"",1,NA,2020-01-02
"45",197283364,"OOLU2115403083",2020-10-16,"Expeditors International","245 ROGER AV INWOOD NY 11096 USA","245 Roger Avenue","Inwood","New York","11096","United States",89456324,"","","","","","","","",NA,"","OOLU - Orient Overseas Container Line Ltd","Expeditors International 19701 HAMILTON AVE., SUITE 100, TORRANCE CA, UNITED STATES","","Simple","","Taiwan","Port of Long Beach, Long Beach, California","Pacific Region","Port of Long Beach, Long Beach, California","Pacific Region","Kaohsiung, Taiwan","Eastern Asia","Taiwan","MANILA","Maritime","COSCO SPAIN","039E",9516442,1,2,"1567 CTN","",4763,4.76,"4763 KG",81700,NA,397612,"",1,NA,2020-10-17
"46",184112298,"SSAWSSAX19DA0040",2020-01-01,"E.E. Schenck Co.","6000 N CUTTER CIRCLE","6000 North Cutter Circle","Portland","Oregon","97217","United States",27860617,"E.E. SCHENCK COMPANY 6000 N.CUTTER CIRCLE, PORTLAND OREGON 97217 USA","Texview Co.","Room 905, Bokchang Building, 80, Sogong-Dong, Jung-Gu, Seoul, South Korea, 100070","","","","","South Korea",28367217,"TEXVIEW CORPORATION 37, NONHYEON-RO 97-GIL GANGNAM-GU, SEOUL, KOREA","SSAW - Sea Road International Inc","E.E. SCHENCK COMPANY 6000 N.CUTTER CIRCLE, PORTLAND,, OREGON 97217 USA, 2)GEORGE S.BUSH&CO.,INC","","House","HDMUBUWA4961979","South Korea","Port of Portland, Portland, Oregon","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","BUSAN, KOREA","Maritime","HYUNDAI INTEGRAL","089E",9347592,1,0.24,"26 CTN","3 CM",742,0.742,"742 KG",NA,NA,36776,"Immediate Transportation (IT)",1,1,2020-01-02
"47",197269584,"ONEYHKGAJ5275709",2020-10-16,"Expeditors International","245 ROGER AV INWOOD NY 11096 USA","245 Roger Avenue","Inwood","New York","11096","United States",89456324,"","","","","","","","",NA,"","ONEY - Ocean Network Express Pte Ltd","Expeditors International 2 E. BRYAN ST SUITE 901, SAVANNAH G, A 31401 US","","Simple","","Hong Kong","Port of Long Beach, Long Beach, California","Pacific Region","Port of Long Beach, Long Beach, California","Pacific Region","Hong Kong, Hong Kong","Eastern Asia","Hong Kong","HONG KONG","Maritime","ONE BLUE JAY","021E",9741372,1,0.09,"55 CTN","3 CM",477,0.48,"477 KG",12800,NA,1,"",1,NA,2020-10-17
"48",184112578,"HDMUBUWB4962218B",2020-01-01,"Alliance Concrete Pumps Inc.","26162 30A AV. ALDERGROV BC V4W 2W5 CANADA","26162 30A Avenue","Langley","British Columbia","V4W 2W5","Canada",1893663,"ALLIANCE CONCRETE PUMPS INC. 26162 30A AVE ALDERGROVE, B.C V4W2W5, CANADA TEL: 604-607-0908 TEATTN : TYLER VAN DE KEERE","Junjin Heavy Industry","33 OSEION-RI GEUMWANG-EUP CHUNGJU SOUTH KOREA","","","Chungcheongbuk-do","","South Korea",61302332,"JUNJIN HEAVY INDUSTRY CO.,LTD. 1264, DAEGEUM-RO, GEUMWANG-EUP EUMSEONG-GUN CHUNGCHEONGBUK-DO, KOREA TETEL: +82-43-879-2873","HDMU - Hyundai Merchant Marine","ALLIANCE CONCRETE PUMPS INC. 26162 30A AVE., ALDERGROVE, B.C V4W2W5, CANADA, TEL: 604-607-0908, TEATTN : TYLER VAN DE KEERE","","House","HDMUBUWB4962218","South Korea","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","BUSAN, KOREA","Maritime","HYUNDAI INTEGRAL","0089E",9347592,1,1,"1 PKG","",543,0.543,"543 KG",NA,1,1,"",1,NA,2020-01-02
"49",184112598,"HDMUBUWB4962288A",2020-01-01,"Emco Corp. Burnaby","822 BURNABY 3139 SUMNER AV BURNABY BC V5G 3E3 CANADA TEPHONE","3139 Sumner Avenue","Burnaby","British Columbia","V5G 3E3","Canada",67730288,"EMCO CORPORATION BURNABY 822 BURNABY 3139 SUMNER AVENUE BURNABY, BC V5G 3E3, CANADA TEPHONE : 604-713-2200","","","","","","","",2356318,"KYUNGDONG NAVIEN CO., LTD. 4F, KOAMI BLDG., 22 GUKHOE-DAERO 76-GIL YEONGDEUNGPO-GU SEOUL, 07238, KOREA TETEL:82-2-3489-2320 9","HDMU - Hyundai Merchant Marine","EMCO CORPORATION BURNABY 822 BURNABY,, 3139 SUMNER AVENUE BURNABY, BC, V5G 3E3, CANADA, TEPHONE : 604-713-2200","","House","HDMUBUWB4962288","South Korea","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","BUSAN, KOREA","Maritime","HYUNDAI INTEGRAL","0089E",9347592,1,2,"28 PKG","",11375,11.375,"11375 KG",NA,1,1,"",1,NA,2020-01-02
"50",189777498,"TLDMSAF200400515",2020-05-16,"Pulsar Products Inc.","2051 SOUTH LYNX PLACE ONTARIO, CA 91761","2051 South Lynx Place","Ontario","California","91761","United States",27843713,"PULSAR PRODUCTS INC. 5721 E. SANTA ANA ST ONTARIO,CALIFORNIA,91761,US","Ducar Technology Co., Ltd.","FACTORY E14-15 LOT CN3 CN4 EASTERN SUBDIVISION PHU THAI INDUSTRIAL ZONE PHU THAIT OWNHAI DUONG HAI DUONG VN","","","Hai Duong","","Vietnam",62978552,"DUCAR TECHNOLOGY COMPANY LIMITED FACTORY F3, LOT CN3, CN4, EASTERN S PHU THAI INDUSTRIAL ZONE, KIM LIEN HAI DUONG,HAI DUONG,170000,VN","TLDM - Tianshi Logistics Co Limited","MENARDS DC SHELBY IA - 3439 7422 EAST ST, SHELBY,IOWA,515703320,US","COSU - Cosco Shipping Lines Co Ltd","House","COSU6260560390","Vietnam","EPPLEY AIRFIELD, Omaha, Nebraska","North Central Region","Port of Seattle, Seattle, Washington","Pacific Region","Hong Kong, Hong Kong","Eastern Asia","Hong Kong","HAIPHONG","Maritime","OOCL KAOHSIUNG","108E",9307009,1,4,"792 CTN","",20275,20.275,"20275 KG",NA,NA,6489,"Immediate Transportation (IT)",2,NA,2020-05-18
"51",189777508,"MAEU596442887",2020-05-15,"Pvh Corp.","1001 FRONTIER RD BRIDGEWATER NJ 08807","1001 Frontier Road","Bridgewater","New Jersey","08807","United States",27886053,"PVH CORP 1001 FRONTIER ROAD BRIDGEWATER, NJ 08807 USA CONTACT: PVH USA & CANADA TRANSPORT 1-9086850050","New Wide Garments Kenya (EPZ) ) Ltd.","TRANSFLLET GO DOWN NO. 4 EXPORT PROCESSING ZONE ATHI RIVER, NAIROBI","","","","","Kenya",29631744,"NEW WIDE GARMENT KENYA EPZ LTD TRANSFLEET GO DOWN NO 4 EXPORT PROCESSING ZONE ATHI RIVER, NAIROBI, KENYA 254-456626077 TEL EX 254-4566 22","MAEU - Maersk Line","GEODIS USA INC 390 FRANKLIN AVENUE, FRANKLIN SQUARE, NY 11010, ATTN: PVH TEAM, TEL 516-616-2900, 1-5166162887","","Simple","","Kenya","The Port of Charleston, Charleston, South Carolina","Southeast Region","The Port of Charleston, Charleston, South Carolina","Southeast Region","Mina Raysut, Oman","Western Asia","Oman","MOMBASA","Maritime","MAERSK HARTFORD","014W",9333008,1,6,"5928 CTN","190 CM",26920.7,26.9207,"59350 LB",702000,NA,1,"",3,NA,2020-05-16
"52",189777538,"MAEU910732077",2020-05-15,"Van Den Ban Autobanden BV","MOLSHOEK 7 3224 AH HELLEVOETSLUIS NETHERLANDS","7 Molshoek","Hellevoetsluis","South Holland","3224 AH","Netherlands",28832291,"VAN DEN BAN AUTOBANDEN B.V. RAVENSEWEG 13M 3223 LM HELLEVOETSLUIS THE NETHERLANDS 31-181331444","Pirelli Neumaticos","PIRELLI TYRES.P.A. VIALE PIEROE ALBERTO PIRELLI 25 I-20126 MILANO","25 Viale Piero e Alberto Pirelli","Milano","Lombardia","20126","Italy",63398513,"PIRELLI NEUMATICOS S.A. DE C.V. O PIRELLI TYRE S.P.A VIALE PIERO E ALBERTO PIRELLI 25 I-20126 MILANO 52-4727489008","MAEU - Maersk Line","VAN DEN BAN AUTOBANDEN B.V. RAVENSEWEG 13M, 3223 LM HELLEVOETSLUIS, THE NETHERLANDS, 31-181331444","","Simple","","Italy","Port of New Orleans, New Orleans, Louisiana","South Central Region","Port of New Orleans, New Orleans, Louisiana","South Central Region","Altamira, Mexico","Central America","Mexico","SILAO","Maritime","MAERSK GIRONDE","017W",9235555,1,6,"1320 PKG","",22194.7,22.1947,"48931 LB",NA,1,1,"",3,NA,2020-05-16
"53",189777598,"MAEU596066199",2020-05-15,"Giti Tire Mfg. (USA) 2978","10404 SIXTH ST RANCHOCUCAMONGA CA.91730","10404 6th Street","Rancho Cucamonga","California","91730","United States",27895992,"GITI TIRE (USA) LTD. 10404 SIXTH STREET RANCHO CUCAMONGA, CA 91730-5831 1-9099800968","Gajah Tunggal","JAKARTA JK 10120","Jalan Hayam Wuruk","","Kota Jakarta Pusat","10120","Indonesia",44434528,"PT. GAJAH TUNGGAL TBK WISMA HAYAM WURUK 10TH FLOOR JL. HAYAM WURUK NO. 8 JAKARTA 10120, INDONESIA 62-213459302 TEL EX 62-21345 34","MAEU - Maersk Line","1.) GITI TIRE (USA) LTD. 10404 SIXTH STREET, RANCHO CUCAMONGA, CA 91730-5831, TOLL FREE : 1-866-488-4737, 1-9099800968","","Simple","","Indonesia","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Singapore, Singapore","South-Eastern Asia","Singapore","JAKARTA","Maritime","SOVEREIGN MAERSK","015W",9120841,1,4,"1881 PCS","",19260.4,19.2604,"42462 LB",NA,NA,1,"",2,NA,2020-05-16
